merchant_id,merchant_name,merchant_category,merchant_country,onboarding_date
MERCH20864,Bright Store,Transport,Kenya,2026-03-31
MERCH20865,Mega Tech,Restaurants,South Africa,2024-05-18
MERCH20866,Metro Games,Healthcare,South Africa,2023-11-14
MERCH20867,Tula Games,Retail,Kenya,2024-09-24
MERCH20868,Afri Mart,Groceries,Ghana,2025-08-14
MERCH20869,Sahara Games,Utilities,Uganda,2026-02-25
MERCH20870,Metro Bet,Healthcare,Rwanda,2023-04-12
MERCH20871,Mega Tech,Travel,Egypt,2026-04-03
MERCH20872,Pesa Exchange,Groceries,Kenya,2025-01-20
MERCH20873,Nova Shop,Airtime & Data,Nigeria,2023-04-24
MERCH20874,Kazi Express,Utilities,South Africa,2022-10-28
MERCH20875,Imara Express,Betting,Kenya,2022-12-20
MERCH20876,Quick Shop,Airtime & Data,Tanzania,2022-10-06
MERCH20877,Swift Hub,Restaurants,South Africa,2023-04-05
MERCH20878,Imara Cards,Electronics,Nigeria,2025-07-14
MERCH20879,Imara Mobile,Groceries,Tanzania,2023-08-25
MERCH20880,Quick Hub,Airtime & Data,South Africa,2023-10-14
MERCH20881,Metro Mobile,Gaming,Egypt,2024-07-29
MERCH20882,Apex Mart,Healthcare,South Africa,2023-03-19
MERCH20883,Prime Bet,Retail,Uganda,2024-03-22
MERCH20884,Afri Plus,Healthcare,Tanzania,2023-12-16
MERCH20885,Prime Mart,Healthcare,Uganda,2022-06-15
MERCH20886,Metro Mart,Utilities,Uganda,2025-09-24
MERCH20887,Pesa Store,Betting,South Africa,2022-08-12
MERCH20888,Baobab Hub,Airtime & Data,Tanzania,2025-06-07
MERCH20889,Metro Travel,Restaurants,Nigeria,2025-05-01
MERCH20890,Swift Store,Groceries,Kenya,2023-11-28
MERCH20891,Imara Bet,Retail,Ghana,2025-09-15
MERCH20892,Sahara Travel,Transport,Kenya,2024-07-23
MERCH20893,Pesa Hub,Retail,Kenya,2025-07-24
MERCH20894,Apex Store,Electronics,South Africa,2025-08-05
MERCH20895,Metro Wallet,Airtime & Data,Nigeria,2022-06-08
MERCH20896,Metro Hub,Transport,Kenya,2025-02-09
MERCH20897,Imara Wallet,Utilities,Nigeria,2024-04-06
MERCH20898,Nova Express,Betting,Ghana,2023-01-01
MERCH20899,Mega Wallet,Electronics,Ghana,2026-02-25
MERCH20900,Metro Games,Utilities,Nigeria,2023-09-30
MERCH20901,Prime Shop,Groceries,South Africa,2026-05-22
MERCH20902,Sunrise Hub,Utilities,Nigeria,2024-08-09
MERCH20903,Apex Pay,Utilities,South Africa,2026-05-01
MERCH20904,Metro Exchange,Education,Kenya,2025-01-25
MERCH20905,Prime Pay,Groceries,Kenya,2025-12-03
MERCH20906,Jambo Plus,Airtime & Data,Nigeria,2022-10-15
MERCH20907,Cloud Exchange,Restaurants,Tanzania,2024-12-19
MERCH20908,Zawadi Pay,Groceries,South Africa,2025-05-18
MERCH20909,Tula Shop,Airtime & Data,South Africa,2025-11-29
MERCH20910,Swift Games,Electronics,Kenya,2026-05-05
MERCH20911,Sahara Games,Money Transfer,Kenya,2026-01-19
MERCH20912,Prime Foods,Restaurants,South Africa,2024-06-27
MERCH20913,Metro Plus,Education,South Africa,2024-09-22
MERCH20914,Kazi Store,Money Transfer,Nigeria,2026-05-22
MERCH20915,Quick Pay,Groceries,Uganda,2022-12-15
MERCH20916,Urban Store,Travel,Rwanda,2024-03-22
MERCH20917,Jambo Tech,Money Transfer,Kenya,2023-02-12
MERCH20918,Imara Plus,Education,Nigeria,2024-09-01
MERCH20919,Urban Foods,Restaurants,Rwanda,2025-02-25
MERCH20920,Baobab Mart,Retail,Egypt,2022-07-16
MERCH20921,Sahara Cards,Utilities,Nigeria,2024-12-16
MERCH20922,Afri Mart,Electronics,Tanzania,2025-12-10
MERCH20923,Metro Hub,Education,South Africa,2024-02-01
MERCH20924,Urban Wallet,Transport,Ghana,2026-02-05
MERCH20925,Baobab Mobile,Travel,Egypt,2022-11-11
MERCH20926,Jambo Mobile,Groceries,Nigeria,2022-08-08
MERCH20927,Cloud Hub,Retail,Nigeria,2023-04-18
MERCH20928,Zawadi Store,Airtime & Data,Nigeria,2026-01-03
MERCH20929,Imara Mart,Transport,Nigeria,2026-05-27
MERCH20930,Metro Cards,Groceries,Kenya,2023-03-07
MERCH20931,Metro Shop,Airtime & Data,Nigeria,2022-06-14
MERCH20932,Urban Bet,Groceries,Kenya,2025-03-03
MERCH20933,Pesa Plus,Restaurants,South Africa,2025-09-27
MERCH20934,Jambo Tech,Gaming,Uganda,2023-12-26
MERCH20935,Urban Mobile,Groceries,Egypt,2024-11-13
MERCH20936,Nova Wallet,Gaming,Nigeria,2025-11-15
MERCH20937,Sunrise Hub,Education,Ghana,2022-08-01
MERCH20938,Apex Cards,Gaming,South Africa,2025-12-04
MERCH20939,Afri Hub,Travel,Uganda,2024-02-11
MERCH20940,Kazi Wallet,Restaurants,Uganda,2026-02-10
MERCH20941,Afri Hub,Restaurants,South Africa,2025-09-02
MERCH20942,Baobab Tech,Groceries,Nigeria,2022-12-27
MERCH20943,Afri Exchange,Retail,Nigeria,2024-11-18
MERCH20944,Urban Hub,Retail,Kenya,2023-07-15
MERCH20945,Prime Mart,Electronics,Kenya,2026-02-11
MERCH20946,Kazi Tech,Transport,Nigeria,2026-04-06
MERCH20947,Sunrise Bet,Airtime & Data,Kenya,2026-04-05
MERCH20948,Kazi Mart,Utilities,South Africa,2023-06-13
MERCH20949,Afri Plus,Electronics,Kenya,2025-09-20
MERCH20950,Zawadi Tech,Retail,Egypt,2022-11-05
MERCH20951,Prime Store,Groceries,Nigeria,2025-04-25
MERCH20952,Tula Travel,Travel,Tanzania,2022-11-11
MERCH20953,Mega Wallet,Restaurants,Kenya,2022-11-06
MERCH20954,Bright Games,Airtime & Data,Kenya,2026-03-03
MERCH20955,Sahara Bet,Groceries,Egypt,2025-06-22
MERCH20956,Nova Games,Utilities,South Africa,2022-08-23
MERCH20957,Apex Store,Groceries,Kenya,2024-12-17
MERCH20958,Tula Tech,Electronics,Uganda,2025-07-10
MERCH20959,Pesa Games,Transport,South Africa,2023-12-07
MERCH20960,Jambo Express,Gift Cards,Ghana,2025-08-20
MERCH20961,Cloud Bet,Utilities,South Africa,2025-07-25
MERCH20962,Quick Mart,Airtime & Data,South Africa,2023-09-27
MERCH20963,Cloud Tech,Healthcare,Kenya,2024-03-10
MERCH20964,Baobab Wallet,Retail,Tanzania,2023-09-14
MERCH20965,Prime Cards,Retail,Tanzania,2025-03-23
MERCH20966,Nova Foods,Groceries,South Africa,2025-09-21
MERCH20967,Pesa Exchange,Groceries,Ghana,2025-04-01
MERCH20968,Sunrise Travel,Electronics,Egypt,2023-12-27
MERCH20969,Kazi Express,Education,Kenya,2025-06-16
MERCH20970,Baobab Games,Groceries,Uganda,2026-01-20
MERCH20971,Quick Plus,Travel,Uganda,2023-10-22
MERCH20972,Bright Wallet,Electronics,Nigeria,2026-01-16
MERCH20973,Sunrise Hub,Utilities,South Africa,2023-02-26
MERCH20974,Prime Bet,Transport,South Africa,2026-01-06
MERCH20975,Zawadi Shop,Airtime & Data,Egypt,2025-04-29
MERCH20976,Prime Hub,Money Transfer,Egypt,2024-10-07
MERCH20977,Urban Mobile,Utilities,South Africa,2024-01-02
MERCH20978,Nova Mobile,Travel,Egypt,2025-05-19
MERCH20979,Apex Express,Healthcare,Nigeria,2026-04-22
MERCH20980,Pesa Shop,Utilities,Ghana,2025-12-04
MERCH20981,Swift Exchange,Money Transfer,Tanzania,2026-05-26
MERCH20982,Urban Games,Travel,South Africa,2026-05-18
MERCH20983,Zawadi Travel,Healthcare,Egypt,2026-03-11
MERCH20984,Cloud Wallet,Retail,Nigeria,2024-09-03
MERCH20985,Tula Hub,Transport,Ghana,2024-04-18
MERCH20986,Kazi Shop,Healthcare,Kenya,2024-01-02
MERCH20987,Swift Hub,Groceries,South Africa,2026-03-12
MERCH20988,Mega Plus,Restaurants,South Africa,2024-01-03
MERCH20989,Zawadi Shop,Betting,Rwanda,2022-07-27
MERCH20990,Sunrise Shop,Electronics,Ghana,2023-03-16
MERCH20991,Nova Tech,Groceries,Ghana,2024-12-30
MERCH20992,Urban Express,Money Transfer,Ghana,2024-10-09
MERCH20993,Pesa Mobile,Groceries,Tanzania,2026-04-28
MERCH20994,Tula Wallet,Education,South Africa,2026-04-09
MERCH20995,Bright Store,Airtime & Data,Ghana,2022-06-19
MERCH20996,Afri Bet,Airtime & Data,Nigeria,2025-09-06
MERCH20997,Pesa Mart,Retail,Rwanda,2025-06-16
MERCH20998,Jambo Pay,Groceries,South Africa,2025-10-22
MERCH20999,Zawadi Games,Gift Cards,Kenya,2024-10-15
MERCH21000,Baobab Cards,Betting,Kenya,2024-12-14
MERCH21001,Nova Travel,Utilities,Ghana,2022-09-09
MERCH21002,Sunrise Foods,Gift Cards,South Africa,2024-07-17
MERCH21003,Urban Mart,Betting,Nigeria,2023-04-06
MERCH21004,Metro Cards,Groceries,Kenya,2023-04-01
MERCH21005,Urban Mobile,Groceries,South Africa,2022-12-16
MERCH21006,Kazi Exchange,Retail,Kenya,2024-07-03
MERCH21007,Imara Cards,Airtime & Data,Ghana,2025-05-21
MERCH21008,Bright Mart,Retail,Uganda,2022-10-08
MERCH21009,Quick Mobile,Retail,Ghana,2025-07-17
MERCH21010,Tula Express,Electronics,Kenya,2026-04-12
MERCH21011,Imara Pay,Transport,Ghana,2026-04-22
MERCH21012,Mega Mobile,Retail,Kenya,2025-02-12
MERCH21013,Pesa Wallet,Retail,Egypt,2025-07-04
MERCH21014,Urban Pay,Betting,Ghana,2022-08-17
MERCH21015,Urban Travel,Airtime & Data,Nigeria,2025-07-17
MERCH21016,Sahara Shop,Utilities,Ghana,2024-11-19
MERCH21017,Urban Hub,Airtime & Data,Kenya,2024-03-03
MERCH21018,Jambo Store,Electronics,Nigeria,2025-10-25
MERCH21019,Urban Plus,Airtime & Data,Nigeria,2023-01-12
MERCH21020,Afri Hub,Healthcare,South Africa,2025-03-27
MERCH21021,Prime Plus,Restaurants,South Africa,2024-02-09
MERCH21022,Quick Wallet,Restaurants,Kenya,2025-09-12
MERCH21023,Sahara Mart,Electronics,Tanzania,2022-11-02
MERCH21024,Kazi Tech,Utilities,Nigeria,2023-01-16
MERCH21025,Quick Shop,Transport,Tanzania,2025-10-19
MERCH21026,Baobab Foods,Transport,Nigeria,2024-11-12
MERCH21027,Prime Exchange,Travel,Ghana,2024-03-12
MERCH21028,Jambo Games,Gaming,Ghana,2025-04-18
MERCH21029,Nova Express,Groceries,South Africa,2025-08-03
MERCH21030,Zawadi Plus,Airtime & Data,Nigeria,2024-05-24
MERCH21031,Nova Exchange,Groceries,South Africa,2026-03-23
MERCH21032,Zawadi Mobile,Crypto Exchange,Nigeria,2025-12-17
MERCH21033,Imara Mart,Transport,South Africa,2023-10-30
MERCH21034,Urban Travel,Betting,Ghana,2024-04-26
MERCH21035,Bright Store,Gift Cards,Egypt,2023-03-31
MERCH21036,Swift Store,Gaming,Tanzania,2023-03-31
MERCH21037,Bright Pay,Airtime & Data,Nigeria,2023-05-25
MERCH21038,Imara Wallet,Retail,Kenya,2022-07-05
MERCH21039,Jambo Foods,Utilities,Kenya,2025-05-21
MERCH21040,Swift Plus,Restaurants,Nigeria,2022-11-24
MERCH21041,Nova Mart,Restaurants,South Africa,2023-05-20
MERCH21042,Bright Games,Gaming,South Africa,2024-02-08
MERCH21043,Jambo Foods,Education,South Africa,2023-10-03
MERCH21044,Swift Wallet,Electronics,Kenya,2025-08-08
MERCH21045,Nova Foods,Electronics,Ghana,2024-11-08
MERCH21046,Afri Store,Retail,Egypt,2022-10-01
MERCH21047,Kazi Shop,Airtime & Data,Egypt,2024-03-13
MERCH21048,Mega Mobile,Money Transfer,South Africa,2025-05-24
MERCH21049,Sunrise Hub,Airtime & Data,Kenya,2023-04-08
MERCH21050,Jambo Cards,Retail,Nigeria,2022-11-30
MERCH21051,Apex Exchange,Utilities,Kenya,2024-05-06
MERCH21052,Nova Games,Transport,South Africa,2024-04-24
MERCH21053,Imara Cards,Retail,Nigeria,2024-03-11
MERCH21054,Pesa Express,Gaming,Kenya,2024-12-09
MERCH21055,Kazi Travel,Airtime & Data,Nigeria,2025-01-12
MERCH21056,Sahara Cards,Airtime & Data,Kenya,2023-10-23
MERCH21057,Nova Bet,Groceries,Tanzania,2024-01-12
MERCH21058,Nova Wallet,Retail,Kenya,2025-10-17
MERCH21059,Baobab Shop,Electronics,Nigeria,2025-08-24
MERCH21060,Pesa Wallet,Healthcare,South Africa,2023-02-04
MERCH21061,Jambo Cards,Groceries,Egypt,2023-05-12
MERCH21062,Pesa Mobile,Airtime & Data,Uganda,2024-09-28
MERCH21063,Baobab Wallet,Airtime & Data,Nigeria,2024-06-08
MERCH21064,Kazi Exchange,Transport,Kenya,2024-11-23
MERCH21065,Zawadi Plus,Electronics,Egypt,2025-08-14
MERCH21066,Sunrise Shop,Crypto Exchange,Ghana,2023-11-08
MERCH21067,Quick Wallet,Airtime & Data,Nigeria,2023-06-28
MERCH21068,Quick Shop,Utilities,South Africa,2022-06-04
MERCH21069,Mega Shop,Restaurants,Rwanda,2023-05-13
MERCH21070,Kazi Express,Healthcare,Nigeria,2026-04-08
MERCH21071,Afri Cards,Education,South Africa,2024-09-15
MERCH21072,Baobab Foods,Travel,South Africa,2025-11-30
MERCH21073,Imara Plus,Airtime & Data,South Africa,2024-07-27
MERCH21074,Kazi Tech,Money Transfer,Ghana,2026-02-25
MERCH21075,Apex Exchange,Healthcare,Rwanda,2026-03-22
MERCH21076,Metro Express,Groceries,Nigeria,2023-09-23
MERCH21077,Nova Store,Gift Cards,Tanzania,2025-08-19
MERCH21078,Baobab Wallet,Airtime & Data,South Africa,2022-12-02
MERCH21079,Zawadi Shop,Groceries,Uganda,2023-08-24
MERCH21080,Imara Tech,Restaurants,Egypt,2024-02-16
MERCH21081,Quick Express,Retail,South Africa,2022-12-26
MERCH21082,Mega Bet,Restaurants,Kenya,2022-08-22
MERCH21083,Apex Games,Electronics,South Africa,2023-06-03
MERCH21084,Kazi Games,Groceries,Nigeria,2023-09-30
MERCH21085,Prime Hub,Travel,Nigeria,2024-01-13
MERCH21086,Metro Travel,Retail,Nigeria,2024-09-11
MERCH21087,Bright Exchange,Groceries,Tanzania,2022-10-11
MERCH21088,Afri Express,Gift Cards,Uganda,2025-01-20
MERCH21089,Afri Plus,Gaming,Egypt,2023-06-26
MERCH21090,Swift Games,Airtime & Data,Kenya,2025-09-05
MERCH21091,Pesa Wallet,Retail,Nigeria,2025-08-15
MERCH21092,Imara Wallet,Utilities,Kenya,2024-10-21
MERCH21093,Kazi Foods,Retail,Tanzania,2024-09-21
MERCH21094,Imara Express,Utilities,Kenya,2023-11-26
MERCH21095,Sunrise Exchange,Airtime & Data,South Africa,2022-07-28
MERCH21096,Metro Hub,Airtime & Data,Ghana,2024-10-13
MERCH21097,Zawadi Exchange,Restaurants,Nigeria,2022-06-15
MERCH21098,Jambo Games,Groceries,South Africa,2025-10-26
MERCH21099,Cloud Exchange,Retail,Nigeria,2023-12-15
MERCH21100,Sunrise Store,Utilities,Nigeria,2024-08-11
MERCH21101,Mega Hub,Utilities,Kenya,2022-08-02
MERCH21102,Sahara Bet,Airtime & Data,Ghana,2023-10-07
MERCH21103,Metro Plus,Electronics,Tanzania,2023-08-24
MERCH21104,Apex Hub,Airtime & Data,Nigeria,2024-08-29
MERCH21105,Mega Pay,Electronics,South Africa,2023-05-03
MERCH21106,Zawadi Tech,Gift Cards,Nigeria,2023-06-23
MERCH21107,Pesa Bet,Betting,Nigeria,2024-05-06
MERCH21108,Cloud Mart,Utilities,Ghana,2024-09-10
MERCH21109,Baobab Bet,Betting,Nigeria,2024-08-20
MERCH21110,Metro Foods,Money Transfer,South Africa,2023-09-25
MERCH21111,Jambo Cards,Groceries,Uganda,2025-02-23
MERCH21112,Urban Games,Gift Cards,Nigeria,2022-12-08
MERCH21113,Swift Shop,Betting,South Africa,2024-02-10
MERCH21114,Prime Travel,Electronics,Nigeria,2026-04-24
MERCH21115,Tula Exchange,Transport,Ghana,2024-10-24
MERCH21116,Prime Exchange,Crypto Exchange,South Africa,2023-01-04
MERCH21117,Urban Tech,Utilities,Tanzania,2024-11-17
MERCH21118,Kazi Store,Electronics,South Africa,2025-09-02
MERCH21119,Swift Exchange,Gaming,Nigeria,2023-09-27
MERCH21120,Mega Tech,Retail,Egypt,2023-03-11
MERCH21121,Apex Mobile,Airtime & Data,Tanzania,2023-08-02
MERCH21122,Imara Shop,Restaurants,Ghana,2025-06-06
MERCH21123,Prime Travel,Gift Cards,South Africa,2025-01-30
MERCH21124,Quick Store,Electronics,South Africa,2025-01-02
MERCH21125,Quick Store,Retail,Ghana,2023-04-27
MERCH21126,Cloud Cards,Groceries,South Africa,2022-08-25
MERCH21127,Mega Bet,Education,South Africa,2022-08-31
MERCH21128,Zawadi Store,Airtime & Data,Nigeria,2024-05-21
MERCH21129,Urban Foods,Crypto Exchange,Kenya,2022-08-19
MERCH21130,Cloud Express,Retail,Nigeria,2026-03-03
MERCH21131,Urban Foods,Transport,Nigeria,2023-10-03
MERCH21132,Afri Foods,Crypto Exchange,Tanzania,2024-08-02
MERCH21133,Afri Wallet,Electronics,Uganda,2026-04-27
MERCH21134,Afri Hub,Retail,South Africa,2024-05-22
MERCH21135,Metro Exchange,Retail,Kenya,2024-05-23
MERCH21136,Sunrise Hub,Gaming,Kenya,2022-09-24
MERCH21137,Cloud Travel,Betting,Kenya,2023-09-03
MERCH21138,Jambo Foods,Retail,Nigeria,2022-09-21
MERCH21139,Kazi Cards,Airtime & Data,South Africa,2025-02-01
MERCH21140,Cloud Foods,Electronics,Uganda,2024-04-29
MERCH21141,Baobab Foods,Utilities,Nigeria,2022-12-25
MERCH21142,Imara Games,Restaurants,Kenya,2026-05-15
MERCH21143,Mega Mart,Groceries,Nigeria,2025-11-20
MERCH21144,Cloud Games,Money Transfer,Ghana,2022-08-03
MERCH21145,Imara Mart,Groceries,Kenya,2026-05-23
MERCH21146,Imara Foods,Retail,Egypt,2025-01-05
MERCH21147,Metro Hub,Crypto Exchange,South Africa,2024-11-27
MERCH21148,Bright Mart,Airtime & Data,Egypt,2025-12-08
MERCH21149,Pesa Plus,Travel,Uganda,2022-11-24
MERCH21150,Metro Mobile,Groceries,South Africa,2026-01-27
MERCH21151,Urban Travel,Groceries,Egypt,2026-02-10
MERCH21152,Cloud Travel,Utilities,South Africa,2025-04-29
MERCH21153,Apex Games,Travel,Nigeria,2022-11-10
MERCH21154,Zawadi Mart,Transport,Kenya,2024-08-10
MERCH21155,Jambo Plus,Travel,Rwanda,2022-12-12
MERCH21156,Jambo Mobile,Airtime & Data,Nigeria,2023-08-04
MERCH21157,Mega Tech,Utilities,Ghana,2025-04-13
MERCH21158,Pesa Shop,Retail,Kenya,2023-12-20
MERCH21159,Sahara Plus,Groceries,Kenya,2025-04-23
MERCH21160,Jambo Cards,Retail,Nigeria,2024-04-27
MERCH21161,Cloud Plus,Gift Cards,South Africa,2023-04-27
MERCH21162,Tula Store,Healthcare,Tanzania,2024-01-16
MERCH21163,Sahara Plus,Retail,Nigeria,2025-02-24
MERCH21164,Zawadi Hub,Utilities,Nigeria,2025-09-03
MERCH21165,Imara Tech,Restaurants,Tanzania,2026-02-13
MERCH21166,Zawadi Tech,Retail,South Africa,2026-02-11
MERCH21167,Pesa Hub,Retail,Nigeria,2025-10-01
MERCH21168,Urban Foods,Retail,Uganda,2023-12-02
MERCH21169,Kazi Foods,Gift Cards,Kenya,2023-06-24
MERCH21170,Swift Shop,Utilities,South Africa,2024-04-26
MERCH21171,Cloud Hub,Restaurants,Rwanda,2023-10-17
MERCH21172,Apex Games,Utilities,Kenya,2025-03-25
MERCH21173,Apex Foods,Restaurants,Ghana,2026-04-25
MERCH21174,Pesa Mobile,Groceries,Nigeria,2026-04-03
MERCH21175,Pesa Hub,Airtime & Data,Nigeria,2024-04-09
MERCH21176,Pesa Pay,Restaurants,Nigeria,2024-04-08
MERCH21177,Swift Tech,Electronics,Uganda,2025-11-05
MERCH21178,Jambo Exchange,Gaming,Kenya,2025-01-26
MERCH21179,Tula Store,Retail,Kenya,2022-07-17
MERCH21180,Prime Wallet,Electronics,Kenya,2023-04-21
MERCH21181,Kazi Shop,Restaurants,Kenya,2022-07-19
MERCH21182,Imara Pay,Airtime & Data,South Africa,2022-08-25
MERCH21183,Imara Hub,Utilities,Nigeria,2023-01-30
MERCH21184,Kazi Mart,Restaurants,Uganda,2024-03-26
MERCH21185,Kazi Cards,Electronics,Egypt,2023-07-04
MERCH21186,Urban Hub,Transport,South Africa,2024-10-14
MERCH21187,Pesa Express,Utilities,Nigeria,2025-12-13
MERCH21188,Kazi Express,Electronics,Rwanda,2022-10-13
MERCH21189,Apex Hub,Groceries,Kenya,2022-12-28
MERCH21190,Cloud Wallet,Utilities,Uganda,2024-09-22
MERCH21191,Cloud Mobile,Utilities,Nigeria,2025-09-11
MERCH21192,Baobab Mobile,Education,South Africa,2024-12-29
MERCH21193,Mega Wallet,Airtime & Data,South Africa,2025-03-07
MERCH21194,Quick Foods,Gaming,Ghana,2026-02-15
MERCH21195,Nova Travel,Groceries,Nigeria,2024-04-16
MERCH21196,Urban Bet,Betting,Nigeria,2023-07-26
MERCH21197,Metro Exchange,Groceries,Nigeria,2024-07-06
MERCH21198,Sahara Plus,Gaming,Uganda,2025-09-16
MERCH21199,Prime Store,Groceries,Nigeria,2024-09-25
MERCH21200,Bright Express,Groceries,South Africa,2026-04-09
MERCH21201,Baobab Plus,Airtime & Data,Kenya,2023-08-20
MERCH21202,Sahara Tech,Airtime & Data,Kenya,2025-01-20
MERCH21203,Zawadi Shop,Electronics,Kenya,2025-08-07
MERCH21204,Apex Mart,Gaming,Uganda,2024-05-21
MERCH21205,Sunrise Plus,Restaurants,South Africa,2023-02-01
MERCH21206,Cloud Plus,Airtime & Data,Egypt,2026-01-29
MERCH21207,Zawadi Store,Airtime & Data,South Africa,2023-01-31
MERCH21208,Sunrise Tech,Gaming,Kenya,2024-07-18
MERCH21209,Pesa Travel,Groceries,Ghana,2024-11-19
MERCH21210,Quick Shop,Restaurants,Tanzania,2023-03-30
MERCH21211,Nova Pay,Utilities,South Africa,2023-09-12
MERCH21212,Tula Bet,Airtime & Data,South Africa,2024-11-26
MERCH21213,Pesa Games,Airtime & Data,South Africa,2022-06-22
MERCH21214,Prime Travel,Electronics,Nigeria,2025-06-15
MERCH21215,Cloud Mobile,Airtime & Data,Nigeria,2024-12-25
MERCH21216,Urban Mobile,Gaming,Kenya,2025-05-28
MERCH21217,Bright Hub,Education,South Africa,2025-08-19
MERCH21218,Baobab Wallet,Airtime & Data,Nigeria,2025-08-03
MERCH21219,Cloud Pay,Groceries,Nigeria,2025-01-26
MERCH21220,Sunrise Games,Utilities,Kenya,2024-03-08
MERCH21221,Prime Store,Retail,Tanzania,2024-04-23
MERCH21222,Prime Mart,Travel,Kenya,2025-04-06
MERCH21223,Zawadi Shop,Restaurants,Nigeria,2025-03-05
MERCH21224,Swift Store,Restaurants,Nigeria,2022-10-09
MERCH21225,Swift Foods,Gaming,Kenya,2024-03-04
MERCH21226,Jambo Foods,Restaurants,Tanzania,2025-05-26
MERCH21227,Bright Express,Utilities,Nigeria,2024-12-26
MERCH21228,Jambo Bet,Utilities,Nigeria,2022-08-17
MERCH21229,Apex Pay,Money Transfer,Egypt,2024-01-31
MERCH21230,Nova Games,Retail,Nigeria,2025-09-18
MERCH21231,Imara Store,Electronics,South Africa,2025-05-03
MERCH21232,Sunrise Exchange,Transport,Egypt,2022-11-11
MERCH21233,Urban Games,Utilities,Nigeria,2026-03-26
MERCH21234,Sahara Games,Utilities,Nigeria,2023-03-19
MERCH21235,Baobab Plus,Groceries,Nigeria,2025-05-25
MERCH21236,Sahara Mobile,Groceries,Kenya,2025-10-26
MERCH21237,Nova Plus,Transport,South Africa,2024-10-19
MERCH21238,Pesa Plus,Electronics,Nigeria,2022-10-17
MERCH21239,Bright Mobile,Education,Kenya,2022-12-31
MERCH21240,Kazi Mobile,Gaming,Uganda,2023-03-12
MERCH21241,Prime Mart,Gaming,Nigeria,2022-10-11
MERCH21242,Imara Plus,Betting,Kenya,2022-07-07
MERCH21243,Nova Shop,Electronics,Nigeria,2022-06-26
MERCH21244,Tula Store,Retail,South Africa,2024-04-21
MERCH21245,Quick Store,Airtime & Data,Nigeria,2024-05-21
MERCH21246,Zawadi Plus,Groceries,Kenya,2023-10-30
MERCH21247,Zawadi Store,Betting,Rwanda,2023-07-03
MERCH21248,Metro Plus,Airtime & Data,South Africa,2023-01-13
MERCH21249,Cloud Hub,Utilities,Ghana,2023-02-04
MERCH21250,Metro Games,Groceries,Egypt,2024-03-30
MERCH21251,Pesa Hub,Utilities,Nigeria,2023-06-14
MERCH21252,Jambo Tech,Money Transfer,South Africa,2024-07-20
MERCH21253,Cloud Foods,Betting,Kenya,2026-04-10
MERCH21254,Nova Cards,Airtime & Data,Nigeria,2026-04-27
MERCH21255,Zawadi Foods,Money Transfer,Kenya,2023-04-21
MERCH21256,Sahara Hub,Transport,Kenya,2024-04-07
MERCH21257,Nova Exchange,Airtime & Data,Tanzania,2024-07-11
MERCH21258,Quick Store,Airtime & Data,Nigeria,2023-07-23
MERCH21259,Quick Exchange,Restaurants,Kenya,2026-05-03
MERCH21260,Nova Hub,Groceries,Rwanda,2023-04-01
MERCH21261,Imara Plus,Healthcare,Nigeria,2022-12-16
MERCH21262,Sahara Cards,Groceries,Kenya,2022-12-15
MERCH21263,Quick Foods,Gaming,Nigeria,2023-05-20
MERCH21264,Imara Bet,Electronics,Kenya,2022-06-13
MERCH21265,Imara Cards,Airtime & Data,Nigeria,2024-10-10
MERCH21266,Cloud Mobile,Retail,Nigeria,2026-02-28
MERCH21267,Zawadi Mobile,Restaurants,Uganda,2025-04-26
MERCH21268,Mega Pay,Betting,South Africa,2025-06-10
MERCH21269,Sunrise Cards,Retail,South Africa,2025-10-28
MERCH21270,Jambo Store,Betting,Uganda,2024-09-05
MERCH21271,Quick Express,Electronics,Kenya,2025-01-21
MERCH21272,Nova Shop,Electronics,Ghana,2025-07-21
MERCH21273,Jambo Cards,Education,South Africa,2022-07-12
MERCH21274,Bright Games,Healthcare,Ghana,2023-07-31
MERCH21275,Zawadi Tech,Restaurants,Kenya,2023-04-13
MERCH21276,Kazi Games,Groceries,Nigeria,2024-10-03
MERCH21277,Apex Plus,Retail,Kenya,2024-08-09
MERCH21278,Nova Games,Electronics,Nigeria,2023-02-14
MERCH21279,Swift Tech,Groceries,Ghana,2022-11-29
MERCH21280,Afri Exchange,Retail,Tanzania,2025-10-13
MERCH21281,Bright Mart,Airtime & Data,South Africa,2022-12-15
MERCH21282,Prime Shop,Restaurants,Uganda,2025-09-02
MERCH21283,Prime Travel,Utilities,Rwanda,2025-08-30
MERCH21284,Imara Hub,Education,Nigeria,2025-09-18
MERCH21285,Imara Hub,Healthcare,South Africa,2025-06-04
MERCH21286,Mega Plus,Restaurants,Egypt,2025-08-13
MERCH21287,Afri Tech,Airtime & Data,Kenya,2023-03-22
MERCH21288,Zawadi Foods,Airtime & Data,Ghana,2023-10-25
MERCH21289,Sunrise Exchange,Utilities,Egypt,2024-05-21
MERCH21290,Pesa Foods,Gift Cards,Ghana,2025-12-13
MERCH21291,Pesa Mart,Utilities,Nigeria,2026-04-30
MERCH21292,Jambo Games,Restaurants,Ghana,2023-11-26
MERCH21293,Swift Plus,Retail,Kenya,2024-10-11
MERCH21294,Swift Shop,Healthcare,Kenya,2026-03-17
MERCH21295,Nova Bet,Electronics,Kenya,2025-04-22
MERCH21296,Prime Pay,Restaurants,Nigeria,2024-05-18
